year,univ_cd,gicho_imsang_gb,gwamok_seq,gwamok_nm,pilsu_gb,hakgwa_gb,gaeseol_grade_gb,gaeseol_hakgi_gb,hakjeom,tot_silseup_jusu,tot_silseup_time,tot_silseup_time_busok_hosp,tot_silseup_time_pagyeon_hosp,tot_silseup_time_bogeonso,tot_silseup_time_1cha_gigwan,tot_silseup_time_gita,sub_intern_yn,sulgi_pyeongga_yn,jinryo_pyeongga_yn,gwaje_pyeongga_yn,chulseok_pyeongga_yn,portpolio_pyeongga_yn,gita_pyeongga_yn,sub_intern_tot_jusu,upd_ip,ins_ip,ins_date,ins_man,upd_date,upd_man
2019-08-27 13:50:49.049000,YYYY-MM-DD HH24:MI:SS.FF,univ05,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-27 13:50:49.054000,YYYY-MM-DD HH24:MI:SS.FF,univ05,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.291000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.316000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.343000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.367000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.392000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.416000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.442000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.468000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.493000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.517000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.541000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.568000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.593000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.622000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.646000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.671000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.696000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.721000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.748000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.774000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.800000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.825000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.851000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.873000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.896000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.918000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.946000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.970000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:11.995000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:12.020000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:12.045000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:12.069000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:12.091000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:12.118000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:12.148000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:12.174000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:40:12.204000,YYYY-MM-DD HH24:MI:SS.FF,sysadmin,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 10:14:10.033000,YYYY-MM-DD HH24:MI:SS.FF,univ07,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 10:14:10.038000,YYYY-MM-DD HH24:MI:SS.FF,univ07,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 10:14:10.044000,YYYY-MM-DD HH24:MI:SS.FF,univ07,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 10:14:10.047000,YYYY-MM-DD HH24:MI:SS.FF,univ07,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:00:47.584000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:00:47.584000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:00:47.584000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:00:47.600000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:00:47.600000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:00:47.600000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:00:47.600000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:37:21.364000,YYYY-MM-DD HH24:MI:SS.FF,univ33,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:36:30.888000,YYYY-MM-DD HH24:MI:SS.FF,univ33,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.312000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.316000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:37:21.367000,YYYY-MM-DD HH24:MI:SS.FF,univ33,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:36:30.891000,YYYY-MM-DD HH24:MI:SS.FF,univ33,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:31.763000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:01:02.945000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.426000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.429000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.432000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.319000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.328000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.439000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.332000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.444000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.446000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.448000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.451000,YYYY-MM-DD HH24:MI:SS.FF,univ33,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.453000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.455000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.459000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.461000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.463000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 15:29:05.466000,YYYY-MM-DD HH24:MI:SS.FF,univ33,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.335000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.339000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.342000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.345000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.348000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.355000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.358000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.361000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.365000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-28 14:37:13.368000,YYYY-MM-DD HH24:MI:SS.FF,univ17,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
2019-10-02 10:27:01.765000,YYYY-MM-DD HH24:MI:SS.FF,univ29,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2019-10-02 10:27:01.765000,YYYY-MM-DD HH24:MI:SS.FF,univ29,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2019-10-02 10:27:01.749000,YYYY-MM-DD HH24:MI:SS.FF,univ29,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2019-10-02 10:27:01.749000,YYYY-MM-DD HH24:MI:SS.FF,univ29,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2019-10-02 10:27:01.749000,YYYY-MM-DD HH24:MI:SS.FF,univ29,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2019-10-02 10:27:01.765000,YYYY-MM-DD HH24:MI:SS.FF,univ29,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.050000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.092000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.096000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.100000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.103000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.106000,YYYY-MM-DD HH24:MI:SS.FF,univ30,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.110000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.113000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.117000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.120000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.123000,YYYY-MM-DD HH24:MI:SS.FF,univ30,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.126000,YYYY-MM-DD HH24:MI:SS.FF,univ30,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.130000,YYYY-MM-DD HH24:MI:SS.FF,univ30,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.133000,YYYY-MM-DD HH24:MI:SS.FF,univ30,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.136000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.140000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.142000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.145000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.148000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.150000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.153000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.156000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.158000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.161000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.164000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.166000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.169000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.171000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.174000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.177000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.179000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.182000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.184000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.187000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.190000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.193000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.195000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.198000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-10-18 10:59:02.201000,YYYY-MM-DD HH24:MI:SS.FF,univ30,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.540000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.542000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.544000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.546000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.547000,YYYY-MM-DD HH24:MI:SS.FF,univ12,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.549000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.551000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.553000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.555000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.557000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.559000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.560000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.562000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.563000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.565000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.567000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.568000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.570000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.571000,YYYY-MM-DD HH24:MI:SS.FF,univ12,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.573000,YYYY-MM-DD HH24:MI:SS.FF,univ12,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.574000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.576000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.578000,YYYY-MM-DD HH24:MI:SS.FF,univ12,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.580000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.582000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.585000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.588000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.591000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.594000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.597000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.601000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.603000,YYYY-MM-DD HH24:MI:SS.FF,univ12,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.605000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 19:19:23.017000,YYYY-MM-DD HH24:MI:SS.FF,univ09,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 19:19:23.020000,YYYY-MM-DD HH24:MI:SS.FF,univ09,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.536000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 16:29:38.538000,YYYY-MM-DD HH24:MI:SS.FF,univ12,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 19:19:23.023000,YYYY-MM-DD HH24:MI:SS.FF,univ09,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 19:19:23.025000,YYYY-MM-DD HH24:MI:SS.FF,univ09,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 19:19:23.028000,YYYY-MM-DD HH24:MI:SS.FF,univ09,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 19:19:23.030000,YYYY-MM-DD HH24:MI:SS.FF,univ09,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 19:19:23.033000,YYYY-MM-DD HH24:MI:SS.FF,univ09,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 19:19:23.036000,YYYY-MM-DD HH24:MI:SS.FF,univ09,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 19:19:23.038000,YYYY-MM-DD HH24:MI:SS.FF,univ09,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 19:19:23.041000,YYYY-MM-DD HH24:MI:SS.FF,univ09,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 19:19:23.044000,YYYY-MM-DD HH24:MI:SS.FF,univ09,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,
